title,category,slug,soc_code,median_pay_annual,median_pay_source,median_pay_hourly,entry_education,work_experience,training,num_jobs_2024,projected_employment_2034,outlook_pct,outlook_desc,outlook_source,employment_change,exposure,exposure_rationale,url
53111 Childminders in kindergartens and other institutions (Level 5),5,53111-childminders-in-kindergartens-and-other-institutions-level-5,53111,31560,wages_statfin,,Upper secondary,None,On-the-job training,38675,,2,Below average,extras_csv,,4,"The role involves a significant amount of physical labor, equipment maintenance, and real-time management of biological systems that cannot be digitized. However, AI will heavily impact the management side of the job, including crop yield prediction, financial planning, and automated resource allocation, making individual managers significantly more productive and contributing to further farm consolidation.",
53112 Private childminders (Level 5),5,53112-private-childminders-level-5,53112,28560,wages_statfin,,Upper secondary,None,On-the-job training,2829,,2,Below average,extras_csv,,,,
53113 Children's club leaders (Level 5),5,53113-children-s-club-leaders-level-5,53113,30120,wages_statfin,,Upper secondary,None,On-the-job training,2925,,2,Below average,extras_csv,,,,
5312 Teachers' aides (Level 4),5,5312-teachers-aides-level-4,5312,29760,wages_statfin,,Upper secondary,None,On-the-job training,18777,,3,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5312. Teachers' aides (Level 5),5,5312-teachers-aides-level-5,5312.,29760,wages_statfin,,Upper secondary,None,On-the-job training,18777,,3,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5321 Health care assistants (Level 4),5,5321-health-care-assistants-level-4,5321,38628,wages_statfin,,Upper secondary,None,On-the-job training,94245,,2,Below average,extras_csv,,2,"The core duties of this occupation are fundamentally physical and interpersonal, involving manual tasks like bathing, dressing, and lifting patients in unpredictable home environments. While AI may assist with peripheral administrative tasks like scheduling or monitoring vital signs, it cannot replace the essential human presence and physical labor required for personal care.",
5321. (Not more specifically classified) Health care assistants (Level 5),5,5321-not-more-specifically-classified-health-care-assistants-level-5,5321.,38628,wages_statfin,,Upper secondary,None,On-the-job training,17,,2,Below average,extras_csv,,9,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
53211 Practical mental nurses (Level 5),5,53211-practical-mental-nurses-level-5,53211,38532,wages_statfin,,Upper secondary,None,On-the-job training,4669,,2,Below average,extras_csv,,4,"The core of this occupation involves physical tasks such as bathing, dressing, and wound care, which are currently beyond the reach of AI and robotics. However, AI will significantly impact the information-processing aspects of the job, including documenting patient care, monitoring vitals, and assisting with diagnostic reporting, leading to moderate overall exposure.",
53212 Mental handicap nurses (Level 5),5,53212-mental-handicap-nurses-level-5,53212,38916,wages_statfin,,Upper secondary,None,On-the-job training,13971,,2,Below average,extras_csv,,,,
53213 Social work assistants (Level 5),5,53213-social-work-assistants-level-5,53213,38880,wages_statfin,,Upper secondary,None,On-the-job training,57614,,2,Below average,extras_csv,,5,"This occupation is a hybrid of digital administrative work and high-touch interpersonal service. AI can significantly automate the 'knowledge work' components, such as researching community resources, assisting with complex benefit applications, and coordinating service schedules. However, the core of the job requires physical presence in homes or clinics and deep emotional intelligence to support clients in crisis, which provides a substantial buffer against full automation.",
53219 Other practical nurses (Level 5),5,53219-other-practical-nurses-level-5,53219,37788,wages_statfin,,Upper secondary,None,On-the-job training,17974,,2,Below average,extras_csv,,4,"The core of this occupation involves physical tasks such as bathing, dressing, and wound care, which are currently beyond the reach of AI and robotics. However, AI will significantly impact the information-processing aspects of the job, including documenting patient care, monitoring vitals, and assisting with diagnostic reporting, leading to moderate overall exposure.",
532 Personal care workers in health services (Level 3),5,532-personal-care-workers-in-health-services-level-3,532,38040,wages_statfin,,,,,139656,,,,,,2,"The core duties of this occupation are fundamentally physical and interpersonal, involving manual tasks like bathing, dressing, and lifting patients in unpredictable home environments. While AI may assist with peripheral administrative tasks like scheduling or monitoring vital signs, it cannot replace the essential human presence and physical labor required for personal care.",
5322 Home-based personal care workers (Level 4),5,5322-home-based-personal-care-workers-level-4,5322,38412,wages_statfin,,Upper secondary,None,On-the-job training,31471,,2,Below average,extras_csv,,2,"The core duties of this occupation are fundamentally physical and interpersonal, involving manual tasks like bathing, dressing, and lifting patients in unpredictable home environments. While AI may assist with peripheral administrative tasks like scheduling or monitoring vital signs, it cannot replace the essential human presence and physical labor required for personal care.",
5322. (Not more specifically classified) Home-based personal care workers (Level 5),5,5322-not-more-specifically-classified-home-based-personal-care-workers-level-5,5322.,38412,wages_statfin,,Upper secondary,None,On-the-job training,0,,2,Below average,extras_csv,,1,"This craft occupation has minimal AI exposure. The work is almost entirely physical, requiring hands-on skills, manual labor, or real-time physical interaction with the environment. These tasks cannot be meaningfully automated by current or near-term AI technologies.",
